britned_flow,date,day,demand_value,east_west_flow,eleclink_flow,embedded_solar_capacity,embedded_solar_generation,embedded_wind_capacity,embedded_wind_generation,england_wales_demand,greenlink_flow,hour,ifa2_flow,ifa_flow,minute,month,moyle_flow,nd,nemo_flow,non_bm_stor,nsl_flow,pump_storage_pumping,scottish_transfer,settlement_date,settlement_period,source_file,tsd,viking_flow,year
NaN,2004-02-20,20,45710.0,NaN,NaN,NaN,NaN,NaN,NaN,45710.0,NaN,0,NaN,369.0,0,2,NaN,50603.0,NaN,0.0,NaN,0.0,NaN,2004-02-20,40.0,NaN,NaN,NaN,2004
363.0,2024-04-04,4,30453.0,99.0,996.0,17212.0,0.0,6562.0,1872.0,30453.0,0.0,0,992.0,1004.0,0,4,285.0,33313.0,1019.0,0.0,1397.0,5.0,1135.0,2024-04-04,40.0,NaN,33818.0,386.0,2024
999.0,2016-08-08,8,27199.0,-167.0,NaN,10500.0,3310.0,4268.0,2302.0,27199.0,NaN,0,0.0,1998.0,0,8,0.0,29471.0,0.0,0.0,NaN,8.0,NaN,2016-08-08,34.0,NaN,30146.0,NaN,2016
NaN,2004-04-15,15,29919.0,NaN,NaN,NaN,NaN,NaN,NaN,29919.0,NaN,0,NaN,20.0,0,4,NaN,33293.0,NaN,0.0,NaN,626.0,NaN,2004-04-15,13.0,NaN,NaN,NaN,2004
993.0,2014-06-19,19,33258.0,-436.0,NaN,4883.0,2230.0,3575.0,389.0,33258.0,NaN,0,0.0,1496.0,0,6,-125.0,36490.0,0.0,0.0,NaN,3.0,NaN,2014-06-19,23.0,NaN,37554.0,NaN,2014
1001.0,2018-02-02,2,39423.0,-357.0,NaN,12916.0,22.0,5779.0,700.0,39423.0,NaN,0,0.0,1997.0,0,2,-408.0,43503.0,0.0,0.0,NaN,9.0,NaN,2018-02-02,34.0,NaN,44877.0,NaN,2018
NaN,2002-04-10,10,39453.0,NaN,NaN,NaN,NaN,NaN,NaN,39453.0,NaN,0,NaN,21.0,0,4,NaN,43579.0,NaN,0.0,NaN,1.0,NaN,2002-04-10,16.0,NaN,NaN,NaN,2002
992.0,2012-01-16,16,28353.0,0.0,NaN,1204.0,0.0,1866.0,400.0,28353.0,NaN,0,0.0,772.0,0,1,0.0,31521.0,0.0,0.0,NaN,1383.0,NaN,2012-01-16,5.0,NaN,33504.0,NaN,2012
1020.0,2016-11-02,2,39489.0,0.0,NaN,11433.0,0.0,4932.0,359.0,39489.0,NaN,0,0.0,1917.0,0,11,-453.0,43704.0,0.0,0.0,NaN,8.0,NaN,2016-11-02,40.0,NaN,44765.0,NaN,2016
856.0,2021-07-13,13,18367.0,-494.0,0.0,13731.0,0.0,6527.0,457.0,18367.0,0.0,0,701.0,1706.0,0,7,0.0,20190.0,853.0,0.0,-1.0,1071.0,NaN,2021-07-13,5.0,NaN,22256.0,0.0,2021
NaN,2001-10-21,21,23956.0,NaN,NaN,NaN,NaN,NaN,NaN,23956.0,NaN,0,NaN,1001.0,0,10,NaN,27098.0,NaN,0.0,NaN,1134.0,NaN,2001-10-21,2.0,NaN,NaN,NaN,2001
102.0,2023-04-04,4,27361.0,333.0,-232.0,15513.0,0.0,6545.0,1670.0,27361.0,0.0,0,-106.0,-10.0,0,4,283.0,29477.0,157.0,0.0,1095.0,16.0,3042.0,2023-04-04,44.0,NaN,30341.0,0.0,2023
-627.0,2020-07-01,1,18670.0,499.0,0.0,13129.0,422.0,6527.0,852.0,18670.0,0.0,0,0.0,-1388.0,0,7,216.0,20438.0,-925.0,0.0,0.0,8.0,NaN,2020-07-01,13.0,NaN,23886.0,0.0,2020
0.0,2010-10-01,1,37389.0,0.0,NaN,52.0,2.0,2121.0,1866.0,37389.0,NaN,0,0.0,-930.0,0,10,-248.0,41347.0,0.0,0.0,NaN,11.0,NaN,2010-10-01,27.0,NaN,43036.0,NaN,2010
806.0,2014-08-30,30,19961.0,127.0,NaN,5213.0,49.0,3948.0,1348.0,19961.0,NaN,0,0.0,1605.0,0,8,48.0,21642.0,0.0,0.0,NaN,1136.0,NaN,2014-08-30,13.0,NaN,23278.0,NaN,2014
0.0,2013-09-13,13,21544.0,0.0,NaN,2969.0,0.0,2486.0,417.0,21544.0,NaN,0,0.0,1942.0,0,9,0.0,23620.0,0.0,0.0,NaN,1256.0,NaN,2013-09-13,6.0,NaN,25376.0,NaN,2013
NaN,2002-10-27,27,32881.0,NaN,NaN,NaN,NaN,NaN,NaN,32881.0,NaN,0,NaN,1847.0,0,10,NaN,36838.0,NaN,0.0,NaN,0.0,NaN,2002-10-27,23.0,NaN,NaN,NaN,2002
-1015.0,2024-04-29,29,18818.0,-89.0,995.0,17315.0,9.0,6562.0,2165.0,18818.0,0.0,0,974.0,753.0,0,4,-12.0,20549.0,-837.0,0.0,1398.0,17.0,489.0,2024-04-29,12.0,NaN,24060.0,-1041.0,2024
289.0,2024-01-06,6,28050.0,-521.0,998.0,16801.0,3529.0,6488.0,890.0,28050.0,0.0,0,-4.0,995.0,0,1,-450.0,30992.0,484.0,0.0,1398.0,8.0,685.0,2024-01-06,23.0,NaN,32575.0,12.0,2024
0.0,2009-06-06,6,30456.0,0.0,NaN,0.0,0.0,1717.0,713.0,30456.0,NaN,0,0.0,2000.0,0,6,-231.0,33545.0,0.0,0.0,NaN,3.0,NaN,2009-06-06,37.0,NaN,34279.0,NaN,2009
751.0,2023-06-07,7,23371.0,-527.0,997.0,15760.0,2850.0,6538.0,922.0,23371.0,0.0,0,-4.0,533.0,0,6,-452.0,26023.0,710.0,0.0,1298.0,6.0,-1328.0,2023-06-07,18.0,NaN,27512.0,0.0,2023
209.0,2011-09-08,8,36449.0,0.0,NaN,624.0,42.0,1836.0,862.0,36449.0,NaN,0,0.0,434.0,0,9,0.0,40105.0,0.0,0.0,NaN,12.0,NaN,2011-09-08,23.0,NaN,40617.0,NaN,2011
NaN,2002-01-24,24,46493.0,NaN,NaN,NaN,NaN,NaN,NaN,46493.0,NaN,0,NaN,160.0,0,1,NaN,51735.0,NaN,0.0,NaN,0.0,NaN,2002-01-24,39.0,NaN,NaN,NaN,2002
851.0,2020-04-15,15,18042.0,-536.0,0.0,13111.0,8668.0,6527.0,1362.0,18042.0,0.0,0,0.0,1706.0,0,4,-456.0,20197.0,854.0,0.0,0.0,409.0,NaN,2020-04-15,29.0,NaN,22098.0,0.0,2020
994.0,2012-11-13,13,27248.0,0.0,NaN,1987.0,0.0,2085.0,640.0,27248.0,NaN,0,0.0,995.0,0,11,-251.0,30039.0,0.0,0.0,NaN,859.0,NaN,2012-11-13,1.0,NaN,31749.0,NaN,2012
NaN,2004-12-09,9,34876.0,NaN,NaN,NaN,NaN,NaN,NaN,34876.0,NaN,0,NaN,474.0,0,12,NaN,38921.0,NaN,0.0,NaN,905.0,NaN,2004-12-09,48.0,NaN,NaN,NaN,2004
NaN,2003-07-16,16,36572.0,NaN,NaN,NaN,NaN,NaN,NaN,36572.0,NaN,0,NaN,331.0,0,7,NaN,39929.0,NaN,0.0,NaN,4.0,NaN,2003-07-16,38.0,NaN,NaN,NaN,2003
816.0,2012-11-17,17,23136.0,0.0,NaN,1990.0,0.0,2085.0,213.0,23136.0,NaN,0,0.0,995.0,0,11,-230.0,25764.0,0.0,0.0,NaN,1847.0,NaN,2012-11-17,10.0,NaN,28441.0,NaN,2012
-949.0,2025-08-09,9,17340.0,-308.0,937.0,19451.0,5862.0,6606.0,3657.0,17340.0,-514.0,0,951.0,1953.0,0,8,-451.0,18305.0,-538.0,0.0,-7.0,41.0,4531.0,2025-08-09,35.0,NaN,22661.0,-1048.0,2025
NaN,2006-06-11,11,20602.0,NaN,NaN,NaN,NaN,NaN,NaN,20602.0,NaN,0,NaN,1246.0,0,6,-111.0,22787.0,NaN,0.0,NaN,1644.0,NaN,2006-06-11,11.0,NaN,25042.0,NaN,2006
936.0,2019-03-22,22,30417.0,504.0,0.0,12764.0,180.0,6192.0,2933.0,30417.0,0.0,0,0.0,1995.0,0,3,81.0,32494.0,710.0,0.0,0.0,8.0,NaN,2019-03-22,15.0,NaN,33102.0,0.0,2019
NaN,2001-03-29,29,41870.0,NaN,NaN,NaN,NaN,NaN,NaN,41870.0,NaN,0,NaN,1980.0,0,3,NaN,46548.0,NaN,0.0,NaN,0.0,NaN,2001-03-29,35.0,NaN,NaN,NaN,2001
0.0,2009-07-29,29,36768.0,0.0,NaN,0.0,0.0,1725.0,499.0,36768.0,NaN,0,0.0,1130.0,0,7,-412.0,40218.0,0.0,0.0,NaN,8.0,NaN,2009-07-29,26.0,NaN,41138.0,NaN,2009
1002.0,2025-03-21,21,24881.0,-529.0,995.0,20024.0,4597.0,6606.0,4054.0,24881.0,-514.0,0,992.0,2001.0,0,3,-350.0,26895.0,991.0,0.0,337.0,1221.0,3711.0,2025-03-21,28.0,NaN,30109.0,997.0,2025
NaN,2005-06-06,6,37011.0,NaN,NaN,NaN,NaN,NaN,NaN,37011.0,NaN,0,NaN,686.0,0,6,-233.0,40809.0,NaN,0.0,NaN,6.0,NaN,2005-06-06,17.0,NaN,41548.0,NaN,2005
1058.0,2018-07-19,19,27284.0,-35.0,NaN,13052.0,5530.0,5913.0,322.0,27284.0,NaN,0,0.0,1998.0,0,7,-319.0,30316.0,0.0,88.0,NaN,10.0,NaN,2018-07-19,21.0,NaN,31092.0,NaN,2018
-270.0,2022-09-14,14,25510.0,349.0,-1021.0,14775.0,1689.0,6545.0,893.0,25510.0,0.0,0,-954.0,-948.0,0,9,48.0,27982.0,-871.0,0.0,105.0,7.0,NaN,2022-09-14,18.0,NaN,32553.0,0.0,2022
0.0,2010-10-21,21,39510.0,0.0,NaN,58.0,11.0,2121.0,1492.0,39510.0,NaN,0,0.0,-1020.0,0,10,-248.0,43345.0,0.0,0.0,NaN,6.0,NaN,2010-10-21,25.0,NaN,45119.0,NaN,2010
0.0,2009-02-26,26,40814.0,0.0,NaN,0.0,0.0,1405.0,820.0,40814.0,NaN,0,0.0,-76.0,0,2,-353.0,44935.0,0.0,0.0,NaN,6.0,NaN,2009-02-26,20.0,NaN,45970.0,NaN,2009
NaN,2002-03-28,28,32264.0,NaN,NaN,NaN,NaN,NaN,NaN,32264.0,NaN,0,NaN,1524.0,0,3,NaN,36100.0,NaN,0.0,NaN,646.0,NaN,2002-03-28,3.0,NaN,NaN,NaN,2002
499.0,2015-05-26,26,30507.0,-285.0,NaN,8617.0,3200.0,3900.0,863.0,30507.0,NaN,0,0.0,1997.0,0,5,-189.0,33543.0,0.0,0.0,NaN,9.0,NaN,2015-05-26,20.0,NaN,34526.0,NaN,2015
0.0,2011-02-20,20,37707.0,0.0,NaN,107.0,6.0,1734.0,865.0,37707.0,NaN,0,0.0,1495.0,0,2,-269.0,41477.0,0.0,0.0,NaN,11.0,NaN,2011-02-20,28.0,NaN,42357.0,NaN,2011
462.0,2024-06-01,1,20097.0,-527.0,996.0,17595.0,4155.0,6562.0,1544.0,20097.0,0.0,0,992.0,1505.0,0,6,-451.0,21921.0,-168.0,0.0,1399.0,12.0,55.0,2024-06-01,35.0,NaN,23579.0,1157.0,2024
NaN,2007-02-21,21,32281.0,NaN,NaN,NaN,NaN,0.0,0.0,32281.0,NaN,0,NaN,159.0,0,2,-265.0,35855.0,NaN,0.0,NaN,861.0,NaN,2007-02-21,3.0,NaN,37581.0,NaN,2007
0.0,2009-11-23,23,30935.0,0.0,NaN,0.0,0.0,1740.0,1340.0,30935.0,NaN,0,0.0,-1174.0,0,11,-343.0,34397.0,0.0,0.0,NaN,76.0,NaN,2009-11-23,46.0,NaN,36590.0,NaN,2009
0.0,2010-03-08,8,28292.0,0.0,NaN,0.0,0.0,1829.0,177.0,28292.0,NaN,0,0.0,-1959.0,0,3,-226.0,31633.0,0.0,0.0,NaN,1670.0,NaN,2010-03-08,10.0,NaN,36088.0,NaN,2010
515.0,2018-05-18,18,20950.0,469.0,NaN,13052.0,206.0,5859.0,429.0,20950.0,NaN,0,0.0,1997.0,0,5,184.0,23103.0,0.0,0.0,NaN,1069.0,NaN,2018-05-18,12.0,NaN,24672.0,NaN,2018
1002.0,2024-11-02,2,21093.0,-529.0,0.0,18535.0,0.0,6622.0,495.0,21093.0,0.0,0,-1.0,2003.0,0,11,-452.0,23120.0,978.0,0.0,1399.0,7.0,851.0,2024-11-02,3.0,NaN,24709.0,1346.0,2024
179.0,2019-07-31,31,16618.0,-80.0,0.0,12856.0,0.0,6137.0,1821.0,16618.0,0.0,0,0.0,970.0,0,7,-434.0,18499.0,667.0,0.0,0.0,628.0,NaN,2019-07-31,9.0,NaN,20141.0,0.0,2019
840.0,2015-10-22,22,21560.0,283.0,NaN,8946.0,0.0,4013.0,2345.0,21560.0,NaN,0,0.0,1335.0,0,10,198.0,23061.0,0.0,0.0,NaN,1479.0,NaN,2015-10-22,3.0,NaN,25040.0,NaN,2015
1000.0,2013-10-07,7,37978.0,-468.0,NaN,3029.0,0.0,2337.0,642.0,37978.0,NaN,0,0.0,1995.0,0,10,-251.0,41471.0,0.0,45.0,NaN,5.0,NaN,2013-10-07,40.0,NaN,42650.0,NaN,2013
617.0,2024-04-22,22,29488.0,-503.0,978.0,17297.0,1820.0,6562.0,564.0,29488.0,0.0,0,947.0,996.0,0,4,-452.0,32416.0,874.0,0.0,1341.0,9.0,662.0,2024-04-22,17.0,NaN,33880.0,515.0,2024
NaN,2001-02-25,25,34392.0,NaN,NaN,NaN,NaN,NaN,NaN,34392.0,NaN,0,NaN,351.0,0,2,NaN,38592.0,NaN,0.0,NaN,0.0,NaN,2001-02-25,31.0,NaN,NaN,NaN,2001
1000.0,2019-02-21,21,29750.0,488.0,0.0,12709.0,4118.0,6192.0,2090.0,29750.0,0.0,0,0.0,1995.0,0,2,121.0,32544.0,1000.0,0.0,0.0,6.0,NaN,2019-02-21,30.0,NaN,33150.0,0.0,2019
1031.0,2021-09-16,16,25581.0,126.0,0.0,13810.0,5806.0,6527.0,729.0,25581.0,0.0,0,795.0,0.0,0,9,402.0,28555.0,925.0,0.0,692.0,9.0,NaN,2021-09-16,24.0,NaN,29063.0,0.0,2021
NaN,2006-11-23,23,42277.0,NaN,NaN,NaN,NaN,NaN,NaN,42277.0,NaN,0,NaN,-2.0,0,11,-319.0,46730.0,NaN,0.0,NaN,10.0,NaN,2006-11-23,25.0,NaN,47661.0,NaN,2006
671.0,2011-10-23,23,31679.0,0.0,NaN,853.0,20.0,1844.0,1124.0,31679.0,NaN,0,0.0,999.0,0,10,0.0,35194.0,0.0,0.0,NaN,14.0,NaN,2011-10-23,35.0,NaN,35708.0,NaN,2011
NaN,2005-06-08,8,29757.0,NaN,NaN,NaN,NaN,NaN,NaN,29757.0,NaN,0,NaN,401.0,0,6,-28.0,32781.0,NaN,0.0,NaN,34.0,NaN,2005-06-08,14.0,NaN,33343.0,NaN,2005
-586.0,2025-03-06,6,24462.0,148.0,954.0,19843.0,0.0,6606.0,2628.0,24462.0,504.0,0,700.0,1731.0,0,3,385.0,26057.0,-343.0,0.0,698.0,27.0,5253.0,2025-03-06,13.0,NaN,27613.0,1411.0,2025
-948.0,2022-11-13,13,19430.0,504.0,-1013.0,14934.0,0.0,6545.0,1518.0,19430.0,0.0,0,-963.0,-976.0,0,11,400.0,21211.0,-963.0,0.0,1257.0,4.0,NaN,2022-11-13,1.0,NaN,26678.0,0.0,2022
NaN,2005-11-27,27,41055.0,NaN,NaN,NaN,NaN,NaN,NaN,41055.0,NaN,0,NaN,1998.0,0,11,-70.0,45080.0,NaN,0.0,NaN,20.0,NaN,2005-11-27,30.0,NaN,45834.0,NaN,2005
0.0,2021-01-02,2,25736.0,0.0,0.0,13471.0,1.0,6527.0,916.0,25736.0,0.0,0,-1.0,2003.0,0,1,-17.0,28152.0,999.0,0.0,0.0,13.0,NaN,2021-01-02,17.0,NaN,28783.0,0.0,2021
476.0,2012-11-19,19,39856.0,-250.0,NaN,1991.0,157.0,2085.0,1441.0,39856.0,NaN,0,0.0,850.0,0,11,-251.0,43826.0,0.0,13.0,NaN,10.0,NaN,2012-11-19,22.0,NaN,44924.0,NaN,2012
891.0,2014-09-07,7,19067.0,-146.0,NaN,5257.0,0.0,3870.0,373.0,19067.0,NaN,0,0.0,1798.0,0,9,-88.0,20966.0,0.0,0.0,NaN,1120.0,NaN,2014-09-07,6.0,NaN,22820.0,NaN,2014
1000.0,2024-10-28,28,22123.0,-462.0,-1.0,18510.0,0.0,6622.0,636.0,22123.0,0.0,0,-1.0,2003.0,0,10,-384.0,24229.0,998.0,0.0,1397.0,8.0,292.0,2024-10-28,47.0,NaN,25685.0,1382.0,2024
597.0,2012-10-09,9,36707.0,0.0,NaN,1926.0,404.0,2085.0,189.0,36707.0,NaN,0,0.0,-361.0,0,10,-251.0,40361.0,0.0,0.0,NaN,9.0,NaN,2012-10-09,28.0,NaN,41482.0,NaN,2012
1020.0,2024-09-29,29,22303.0,406.0,0.0,18270.0,1579.0,6622.0,1514.0,22303.0,0.0,0,-1.0,999.0,0,9,400.0,24629.0,1017.0,0.0,1397.0,16.0,2012.0,2024-09-29,19.0,NaN,25146.0,985.0,2024
1021.0,2025-08-19,19,22159.0,-530.0,997.0,20993.0,5274.0,6606.0,1386.0,22159.0,-514.0,0,991.0,1828.0,0,8,-451.0,24416.0,509.0,0.0,1384.0,451.0,48.0,2025-08-19,30.0,NaN,26862.0,990.0,2025
876.0,2013-06-10,10,34606.0,-477.0,NaN,2791.0,877.0,2111.0,320.0,34606.0,NaN,0,0.0,994.0,0,6,-251.0,37925.0,0.0,0.0,NaN,15.0,NaN,2013-06-10,23.0,NaN,39168.0,NaN,2013
-426.0,2023-08-13,13,22938.0,-379.0,-107.0,16020.0,574.0,6538.0,1417.0,22938.0,0.0,0,-41.0,607.0,0,8,-452.0,24983.0,-74.0,0.0,1399.0,6.0,1420.0,2023-08-13,39.0,NaN,26968.0,0.0,2023
0.0,2021-04-01,1,26645.0,120.0,0.0,13642.0,385.0,6527.0,2243.0,26645.0,0.0,0,320.0,1020.0,0,4,243.0,29358.0,709.0,0.0,0.0,14.0,NaN,2021-04-01,16.0,NaN,29872.0,0.0,2021
NaN,2008-08-25,25,19770.0,NaN,NaN,NaN,NaN,1219.0,773.0,19770.0,NaN,0,NaN,1996.0,0,8,-17.0,21990.0,NaN,0.0,NaN,1710.0,NaN,2008-08-25,9.0,NaN,24217.0,NaN,2008
994.0,2012-04-05,5,38230.0,0.0,NaN,1441.0,399.0,2019.0,557.0,38230.0,NaN,0,0.0,997.0,0,4,-407.0,42185.0,0.0,0.0,NaN,15.0,NaN,2012-04-05,27.0,NaN,43119.0,NaN,2012
-956.0,2022-09-06,6,18390.0,296.0,-1024.0,14750.0,0.0,6545.0,1527.0,18390.0,0.0,0,-1029.0,-516.0,0,9,244.0,20031.0,-917.0,0.0,-210.0,618.0,NaN,2022-09-06,2.0,NaN,25801.0,0.0,2022
992.0,2012-07-22,22,26487.0,0.0,NaN,1805.0,946.0,2085.0,1170.0,26487.0,NaN,0,0.0,994.0,0,7,-251.0,28886.0,0.0,0.0,NaN,9.0,NaN,2012-07-22,30.0,NaN,29646.0,NaN,2012
589.0,2012-09-13,13,34796.0,0.0,NaN,1875.0,699.0,2085.0,848.0,34796.0,NaN,0,0.0,1494.0,0,9,-251.0,37896.0,0.0,0.0,NaN,9.0,NaN,2012-09-13,25.0,NaN,38656.0,NaN,2012
NaN,2001-03-04,4,35025.0,NaN,NaN,NaN,NaN,NaN,NaN,35025.0,NaN,0,NaN,2002.0,0,3,NaN,39488.0,NaN,0.0,NaN,10.0,NaN,2001-03-04,7.0,NaN,NaN,NaN,2001
-989.0,2023-08-04,4,15903.0,-340.0,271.0,16001.0,0.0,6538.0,1461.0,15903.0,0.0,0,252.0,577.0,0,8,-351.0,17097.0,-395.0,0.0,1199.0,61.0,1247.0,2023-08-04,10.0,NaN,19733.0,0.0,2023
NaN,2006-02-01,1,35773.0,NaN,NaN,NaN,NaN,NaN,NaN,35773.0,NaN,0,NaN,1246.0,0,2,-67.0,39892.0,NaN,0.0,NaN,1553.0,NaN,2006-02-01,5.0,NaN,42112.0,NaN,2006
NaN,2006-11-07,7,42872.0,NaN,NaN,NaN,NaN,NaN,NaN,42872.0,NaN,0,NaN,623.0,0,11,-39.0,46972.0,NaN,0.0,NaN,10.0,NaN,2006-11-07,30.0,NaN,47627.0,NaN,2006
0.0,2009-02-10,10,43942.0,0.0,NaN,0.0,0.0,1405.0,323.0,43942.0,NaN,0,0.0,998.0,0,2,-332.0,48670.0,0.0,0.0,NaN,2.0,NaN,2009-02-10,31.0,NaN,49604.0,NaN,2009
1009.0,2015-01-20,20,30107.0,-42.0,NaN,6097.0,0.0,4067.0,360.0,30107.0,NaN,0,0.0,1497.0,0,1,-23.0,33332.0,0.0,0.0,NaN,1858.0,NaN,2015-01-20,3.0,NaN,35855.0,NaN,2015
622.0,2016-06-21,21,29308.0,27.0,NaN,10500.0,2930.0,4260.0,700.0,29308.0,NaN,0,0.0,1491.0,0,6,0.0,32305.0,0.0,0.0,NaN,9.0,NaN,2016-06-21,18.0,NaN,32814.0,NaN,2016
1055.0,2025-05-23,23,18044.0,-401.0,0.0,20583.0,11046.0,6606.0,547.0,18044.0,-513.0,0,992.0,1356.0,0,5,-451.0,20227.0,1016.0,0.0,1397.0,4.0,-630.0,2025-05-23,27.0,NaN,22096.0,0.0,2025
1022.0,2021-08-04,4,22829.0,-535.0,0.0,13762.0,7805.0,6527.0,958.0,22829.0,0.0,0,949.0,1602.0,0,8,-454.0,25471.0,999.0,0.0,-1.0,2.0,NaN,2021-08-04,25.0,NaN,26963.0,0.0,2021
102.0,2013-09-20,20,28761.0,4.0,NaN,2985.0,0.0,2337.0,282.0,28761.0,NaN,0,0.0,965.0,0,9,-16.0,31731.0,0.0,0.0,NaN,9.0,NaN,2013-09-20,14.0,NaN,32256.0,NaN,2013
348.0,2012-04-12,12,24881.0,0.0,NaN,1450.0,0.0,2019.0,88.0,24881.0,NaN,0,0.0,-451.0,0,4,-211.0,27893.0,0.0,0.0,NaN,1071.0,NaN,2012-04-12,11.0,NaN,30126.0,NaN,2012
NaN,2006-06-06,6,23105.0,NaN,NaN,NaN,NaN,NaN,NaN,23105.0,NaN,0,NaN,1357.0,0,6,81.0,25595.0,NaN,0.0,NaN,1594.0,NaN,2006-06-06,10.0,NaN,27689.0,NaN,2006
994.0,2015-05-14,14,33917.0,-411.0,NaN,8572.0,1370.0,3790.0,1510.0,33917.0,NaN,0,0.0,1996.0,0,5,-155.0,37195.0,0.0,0.0,NaN,13.0,NaN,2015-05-14,20.0,NaN,38274.0,NaN,2015
999.0,2017-05-30,30,28190.0,0.0,NaN,12024.0,3650.0,5143.0,1263.0,28190.0,NaN,0,0.0,1905.0,0,5,120.0,31144.0,0.0,0.0,NaN,1.0,NaN,2017-05-30,22.0,NaN,31644.0,NaN,2017
622.0,2011-04-17,17,28264.0,0.0,NaN,144.0,29.0,1761.0,85.0,28264.0,NaN,0,0.0,998.0,0,4,-272.0,31337.0,0.0,0.0,NaN,12.0,NaN,2011-04-17,19.0,NaN,32121.0,NaN,2011
-310.0,2022-07-05,5,21130.0,437.0,-825.0,14430.0,0.0,6545.0,1171.0,21130.0,0.0,0,-1029.0,-930.0,0,7,0.0,22836.0,-822.0,0.0,1257.0,9.0,NaN,2022-07-05,47.0,NaN,27261.0,0.0,2022
NaN,2001-07-03,3,39152.0,NaN,NaN,NaN,NaN,NaN,NaN,39152.0,NaN,0,NaN,328.0,0,7,NaN,42986.0,NaN,0.0,NaN,0.0,NaN,2001-07-03,25.0,NaN,NaN,NaN,2001
904.0,2021-08-29,29,23708.0,-16.0,0.0,13783.0,2230.0,6527.0,1283.0,23708.0,0.0,0,893.0,1803.0,0,8,-364.0,26373.0,899.0,0.0,-1.0,8.0,NaN,2021-08-29,35.0,NaN,27261.0,0.0,2021
955.0,2022-02-09,9,32139.0,0.0,0.0,14058.0,2852.0,6527.0,3129.0,32139.0,0.0,0,568.0,171.0,0,2,116.0,34756.0,999.0,0.0,1048.0,64.0,NaN,2022-02-09,26.0,NaN,35420.0,0.0,2022
0.0,2010-10-26,26,30724.0,0.0,NaN,59.0,0.0,2121.0,1935.0,30724.0,NaN,0,0.0,-2044.0,0,10,-188.0,33791.0,0.0,0.0,NaN,14.0,NaN,2010-10-26,46.0,NaN,36537.0,NaN,2010
NaN,2006-06-28,28,38138.0,NaN,NaN,NaN,NaN,NaN,NaN,38138.0,NaN,0,NaN,-440.0,0,6,-56.0,41767.0,NaN,0.0,NaN,5.0,NaN,2006-06-28,32.0,NaN,42768.0,NaN,2006
NaN,2001-09-18,18,25554.0,NaN,NaN,NaN,NaN,NaN,NaN,25554.0,NaN,0,NaN,620.0,0,9,NaN,28446.0,NaN,0.0,NaN,978.0,NaN,2001-09-18,7.0,NaN,NaN,NaN,2001
NaN,2007-01-11,11,31169.0,NaN,NaN,NaN,NaN,0.0,0.0,31169.0,NaN,0,NaN,2001.0,0,1,-16.0,34898.0,NaN,0.0,NaN,1553.0,NaN,2007-01-11,7.0,NaN,37067.0,NaN,2007
