britned_flow,date,day,demand_value,east_west_flow,eleclink_flow,embedded_solar_capacity,embedded_solar_generation,embedded_wind_capacity,embedded_wind_generation,england_wales_demand,greenlink_flow,hour,ifa2_flow,ifa_flow,minute,month,moyle_flow,nd,nemo_flow,non_bm_stor,nsl_flow,pump_storage_pumping,scottish_transfer,settlement_date,settlement_period,source_file,tsd,viking_flow,year
990.0,2020-10-19,19,31561.0,124.0,0.0,13304.0,0.0,6527.0,2970.0,31561.0,0.0,0,0.0,1994.0,0,10,84.0,33759.0,817.0,0.0,0.0,10.0,NaN,2020-10-19,41.0,NaN,34269.0,0.0,2020
NaN,2007-09-26,26,24832.0,NaN,NaN,NaN,NaN,0.0,0.0,24832.0,NaN,0,NaN,752.0,0,9,119.0,27609.0,NaN,0.0,NaN,1420.0,NaN,2007-09-26,6.0,NaN,29529.0,NaN,2007
NaN,2006-03-25,25,31544.0,NaN,NaN,NaN,NaN,NaN,NaN,31544.0,NaN,0,NaN,1990.0,0,3,-70.0,34948.0,NaN,0.0,NaN,8.0,NaN,2006-03-25,15.0,NaN,35626.0,NaN,2006
NaN,2003-07-01,1,39500.0,NaN,NaN,NaN,NaN,NaN,NaN,39500.0,NaN,0,NaN,-1423.0,0,7,NaN,43356.0,NaN,0.0,NaN,0.0,NaN,2003-07-01,24.0,NaN,NaN,NaN,2003
0.0,2024-07-13,13,22588.0,-527.0,918.0,17896.0,0.0,6562.0,846.0,22588.0,0.0,0,966.0,1294.0,0,7,-451.0,24628.0,242.0,0.0,1397.0,11.0,838.0,2024-07-13,44.0,NaN,26117.0,638.0,2024
NaN,2005-11-24,24,35291.0,NaN,NaN,NaN,NaN,NaN,NaN,35291.0,NaN,0,NaN,2004.0,0,11,-70.0,38718.0,NaN,0.0,NaN,1776.0,NaN,2005-11-24,4.0,NaN,41164.0,NaN,2005
-712.0,2017-01-18,18,39708.0,51.0,NaN,11503.0,2480.0,4781.0,770.0,39708.0,NaN,0,0.0,-1022.0,0,1,97.0,43178.0,0.0,0.0,NaN,5.0,NaN,2017-01-18,25.0,NaN,45517.0,NaN,2017
-563.0,2022-08-15,15,19035.0,19.0,-328.0,14666.0,0.0,6545.0,576.0,19035.0,0.0,0,-415.0,-336.0,0,8,237.0,20840.0,0.0,0.0,-51.0,201.0,NaN,2022-08-15,12.0,NaN,23234.0,0.0,2022
NaN,2006-04-13,13,29847.0,NaN,NaN,NaN,NaN,NaN,NaN,29847.0,NaN,0,NaN,1955.0,0,4,-65.0,33098.0,NaN,0.0,NaN,1025.0,NaN,2006-04-13,3.0,NaN,34688.0,NaN,2006
NaN,2001-07-14,14,26707.0,NaN,NaN,NaN,NaN,NaN,NaN,26707.0,NaN,0,NaN,1671.0,0,7,NaN,29446.0,NaN,0.0,NaN,9.0,NaN,2001-07-14,16.0,NaN,NaN,NaN,2001
843.0,2025-03-13,13,33384.0,-531.0,985.0,19945.0,0.0,6606.0,453.0,33384.0,-514.0,0,834.0,1875.0,0,3,-451.0,36784.0,639.0,0.0,997.0,13.0,16.0,2025-03-13,42.0,NaN,38893.0,788.0,2025
127.0,2022-05-04,4,28272.0,0.0,0.0,14175.0,1508.0,6545.0,995.0,28272.0,0.0,0,-393.0,-37.0,0,5,263.0,31223.0,-410.0,0.0,-30.0,13.0,NaN,2022-05-04,17.0,NaN,32606.0,0.0,2022
NaN,2002-08-04,4,29515.0,NaN,NaN,NaN,NaN,NaN,NaN,29515.0,NaN,0,NaN,949.0,0,8,NaN,32645.0,NaN,0.0,NaN,0.0,NaN,2002-08-04,27.0,NaN,NaN,NaN,2002
-367.0,2022-10-30,30,27215.0,504.0,-284.0,14899.0,0.0,6545.0,2896.0,27215.0,0.0,0,-363.0,-520.0,0,10,400.0,29553.0,48.0,0.0,26.0,7.0,NaN,2022-10-30,36.0,NaN,31694.0,0.0,2022
0.0,2010-10-22,22,32762.0,0.0,NaN,58.0,0.0,2121.0,1376.0,32762.0,NaN,0,0.0,-1021.0,0,10,-248.0,36321.0,0.0,0.0,NaN,9.0,NaN,2010-10-22,44.0,NaN,38099.0,NaN,2010
NaN,2005-03-03,3,46130.0,NaN,NaN,NaN,NaN,NaN,NaN,46130.0,NaN,0,NaN,1429.0,0,3,0.0,51394.0,NaN,0.0,NaN,9.0,NaN,2005-03-03,43.0,NaN,0.0,NaN,2005
953.0,2024-04-03,3,27006.0,-531.0,996.0,17209.0,0.0,6562.0,2033.0,27006.0,0.0,0,992.0,1495.0,0,4,-434.0,29597.0,999.0,0.0,1268.0,6.0,2288.0,2024-04-03,44.0,NaN,31068.0,772.0,2024
NaN,2002-02-27,27,43382.0,NaN,NaN,NaN,NaN,NaN,NaN,43382.0,NaN,0,NaN,56.0,0,2,NaN,48311.0,NaN,0.0,NaN,0.0,NaN,2002-02-27,25.0,NaN,NaN,NaN,2002
1002.0,2022-08-03,3,23955.0,-28.0,0.0,14601.0,4813.0,6545.0,3423.0,23955.0,0.0,0,-1029.0,-1029.0,0,8,-203.0,25779.0,-70.0,0.0,-492.0,6.0,NaN,2022-08-03,22.0,NaN,29136.0,0.0,2022
992.0,2015-06-21,21,24998.0,-1.0,NaN,8684.0,1840.0,3889.0,1726.0,24998.0,NaN,0,0.0,1997.0,0,6,164.0,27679.0,0.0,0.0,NaN,9.0,NaN,2015-06-21,37.0,NaN,28189.0,NaN,2015
0.0,2015-11-26,26,38360.0,-224.0,NaN,9046.0,328.0,4013.0,1100.0,38360.0,NaN,0,0.0,-1536.0,0,11,-88.0,41819.0,0.0,0.0,NaN,11.0,NaN,2015-11-26,30.0,NaN,44278.0,NaN,2015
NaN,2005-06-21,21,34759.0,NaN,NaN,NaN,NaN,NaN,NaN,34759.0,NaN,0,NaN,1238.0,0,6,-88.0,37900.0,NaN,0.0,NaN,9.0,NaN,2005-06-21,40.0,NaN,38497.0,NaN,2005
0.0,2015-05-11,11,28443.0,-49.0,NaN,8561.0,5510.0,3855.0,2736.0,28443.0,NaN,0,0.0,1997.0,0,5,-179.0,31087.0,0.0,0.0,NaN,5.0,NaN,2015-05-11,28.0,NaN,31820.0,NaN,2015
807.0,2021-08-15,15,18417.0,4.0,0.0,13774.0,0.0,6527.0,689.0,18417.0,0.0,0,796.0,1607.0,0,8,298.0,20329.0,803.0,0.0,-1.0,9.0,NaN,2021-08-15,2.0,NaN,20839.0,0.0,2021
993.0,2012-12-17,17,47623.0,-50.0,NaN,2019.0,0.0,2085.0,516.0,47623.0,NaN,0,0.0,992.0,0,12,-251.0,52813.0,0.0,153.0,NaN,10.0,NaN,2012-12-17,36.0,NaN,53597.0,NaN,2012
146.0,2020-12-08,8,37984.0,504.0,0.0,13447.0,1815.0,6527.0,1473.0,37984.0,0.0,0,-2.0,1378.0,0,12,291.0,41720.0,266.0,0.0,0.0,9.0,NaN,2020-12-08,26.0,NaN,42331.0,0.0,2020
993.0,2011-08-08,8,33756.0,0.0,NaN,520.0,88.0,1828.0,1209.0,33756.0,NaN,0,0.0,998.0,0,8,-250.0,37243.0,0.0,0.0,NaN,5.0,NaN,2011-08-08,28.0,NaN,37998.0,NaN,2011
-285.0,2020-11-12,12,19915.0,213.0,0.0,13329.0,0.0,6527.0,2913.0,19915.0,0.0,0,0.0,107.0,0,11,220.0,21213.0,-30.0,0.0,0.0,652.0,NaN,2020-11-12,12.0,NaN,22780.0,0.0,2020
999.0,2014-01-12,12,41825.0,-529.0,NaN,3386.0,0.0,2434.0,1257.0,41825.0,NaN,0,0.0,1990.0,0,1,-222.0,46186.0,0.0,31.0,NaN,11.0,NaN,2014-01-12,34.0,NaN,47517.0,NaN,2014
NaN,2003-11-21,21,28599.0,NaN,NaN,NaN,NaN,NaN,NaN,28599.0,NaN,0,NaN,-56.0,0,11,NaN,32013.0,NaN,0.0,NaN,1234.0,NaN,2003-11-21,10.0,NaN,NaN,NaN,2003
117.0,2024-01-04,4,34074.0,-528.0,845.0,16798.0,1499.0,6488.0,778.0,34074.0,0.0,0,-4.0,1999.0,0,1,-450.0,37192.0,909.0,0.0,1398.0,4.0,798.0,2024-01-04,26.0,NaN,38778.0,311.0,2024
496.0,2012-05-13,13,20783.0,0.0,NaN,1506.0,0.0,2019.0,407.0,20783.0,NaN,0,0.0,996.0,0,5,-366.0,23269.0,0.0,0.0,NaN,1422.0,NaN,2012-05-13,10.0,NaN,25557.0,NaN,2012
1000.0,2014-01-17,17,40322.0,-529.0,NaN,3403.0,140.0,2524.0,695.0,40322.0,NaN,0,0.0,1991.0,0,1,-225.0,44386.0,0.0,0.0,NaN,15.0,NaN,2014-01-17,19.0,NaN,45755.0,NaN,2014
952.0,2019-03-15,15,27772.0,-6.0,0.0,12746.0,0.0,6192.0,2446.0,27772.0,0.0,0,0.0,1901.0,0,3,29.0,30125.0,889.0,0.0,0.0,6.0,NaN,2019-03-15,45.0,NaN,30737.0,0.0,2019
923.0,2023-01-29,29,20487.0,-82.0,-904.0,15116.0,0.0,6545.0,3707.0,20487.0,0.0,0,-894.0,-1874.0,0,1,-323.0,21543.0,133.0,0.0,1095.0,1001.0,5337.0,2023-01-29,48.0,NaN,27221.0,0.0,2023
438.0,2020-02-08,8,22033.0,55.0,0.0,13060.0,0.0,6465.0,4608.0,22033.0,0.0,0,0.0,936.0,0,2,-82.0,24286.0,279.0,0.0,0.0,57.0,NaN,2020-02-08,47.0,NaN,25025.0,0.0,2020
NaN,2007-04-02,2,40146.0,NaN,NaN,NaN,NaN,0.0,0.0,40146.0,NaN,0,NaN,0.0,0,4,-180.0,44383.0,NaN,0.0,NaN,5.0,NaN,2007-04-02,26.0,NaN,45068.0,NaN,2007
0.0,2010-09-26,26,31841.0,0.0,NaN,50.0,9.0,2092.0,622.0,31841.0,NaN,0,0.0,1969.0,0,9,-214.0,35112.0,0.0,0.0,NaN,6.0,NaN,2010-09-26,26.0,NaN,35832.0,NaN,2010
NaN,2004-02-23,23,33061.0,NaN,NaN,NaN,NaN,NaN,NaN,33061.0,NaN,0,NaN,98.0,0,2,NaN,36911.0,NaN,0.0,NaN,1346.0,NaN,2004-02-23,11.0,NaN,NaN,NaN,2004
461.0,2023-04-22,22,20897.0,-13.0,707.0,15572.0,271.0,6545.0,1169.0,20897.0,0.0,0,619.0,1583.0,0,4,-279.0,22251.0,481.0,0.0,1296.0,12.0,2599.0,2023-04-22,14.0,NaN,23055.0,0.0,2023
955.0,2015-07-20,20,31669.0,-146.0,NaN,8743.0,938.0,3897.0,1962.0,31669.0,NaN,0,0.0,1269.0,0,7,63.0,34411.0,0.0,0.0,NaN,13.0,NaN,2015-07-20,38.0,NaN,35070.0,NaN,2015
NaN,2006-02-19,19,29319.0,NaN,NaN,NaN,NaN,NaN,NaN,29319.0,NaN,0,NaN,1997.0,0,2,-70.0,33034.0,NaN,0.0,NaN,1590.0,NaN,2006-02-19,10.0,NaN,35294.0,NaN,2006
1003.0,2024-03-10,10,21374.0,-531.0,608.0,17112.0,251.0,6562.0,2796.0,21374.0,0.0,0,603.0,1426.0,0,3,-450.0,22947.0,400.0,0.0,73.0,566.0,4312.0,2024-03-10,16.0,NaN,25094.0,777.0,2024
197.0,2023-08-05,5,19109.0,0.0,995.0,16002.0,3597.0,6538.0,1934.0,19109.0,0.0,0,992.0,1824.0,0,8,-146.0,21403.0,719.0,0.0,1199.0,5.0,-1246.0,2023-08-05,29.0,NaN,22054.0,0.0,2023
811.0,2013-07-05,5,28096.0,-371.0,NaN,2831.0,0.0,2102.0,214.0,28096.0,NaN,0,0.0,1993.0,0,7,-235.0,30802.0,0.0,0.0,NaN,16.0,NaN,2013-07-05,46.0,NaN,31924.0,NaN,2013
NaN,2007-01-23,23,46443.0,NaN,NaN,NaN,NaN,0.0,0.0,46443.0,NaN,0,NaN,-1610.0,0,1,-334.0,51223.0,NaN,45.0,NaN,3.0,NaN,2007-01-23,20.0,NaN,53725.0,NaN,2007
766.0,2023-05-19,19,25005.0,-427.0,968.0,15695.0,14.0,6538.0,852.0,25005.0,0.0,0,944.0,1994.0,0,5,-452.0,27790.0,841.0,0.0,1296.0,5.0,57.0,2023-05-19,42.0,NaN,29174.0,0.0,2023
545.0,2022-08-28,28,22520.0,254.0,-443.0,14689.0,29.0,6545.0,738.0,22520.0,0.0,0,-594.0,-865.0,0,8,145.0,25050.0,194.0,0.0,395.0,7.0,NaN,2022-08-28,40.0,NaN,27459.0,0.0,2022
0.0,2010-01-30,30,38148.0,0.0,NaN,0.0,0.0,1786.0,601.0,38148.0,NaN,0,0.0,-1943.0,0,1,-392.0,42265.0,0.0,0.0,NaN,7.0,NaN,2010-01-30,27.0,NaN,45207.0,NaN,2010
NaN,2008-04-23,23,35641.0,NaN,NaN,NaN,NaN,1178.0,43.0,35641.0,NaN,0,NaN,2003.0,0,4,-75.0,39562.0,NaN,0.0,NaN,4.0,NaN,2008-04-23,45.0,NaN,40141.0,NaN,2008
NaN,2004-03-16,16,40737.0,NaN,NaN,NaN,NaN,NaN,NaN,40737.0,NaN,0,NaN,252.0,0,3,NaN,45370.0,NaN,0.0,NaN,13.0,NaN,2004-03-16,43.0,NaN,NaN,NaN,2004
8.0,2024-11-30,30,23173.0,0.0,0.0,18720.0,0.0,6622.0,2725.0,23173.0,0.0,0,59.0,786.0,0,11,98.0,24882.0,101.0,0.0,698.0,58.0,4417.0,2024-11-30,15.0,NaN,25540.0,1389.0,2024
NaN,2008-11-12,12,40426.0,NaN,NaN,NaN,NaN,1358.0,661.0,40426.0,NaN,0,NaN,340.0,0,11,31.0,44745.0,NaN,0.0,NaN,6.0,NaN,2008-11-12,18.0,NaN,45351.0,NaN,2008
497.0,2011-10-31,31,40461.0,0.0,NaN,903.0,0.0,1844.0,882.0,40461.0,NaN,0,0.0,1001.0,0,10,0.0,44502.0,0.0,0.0,NaN,11.0,NaN,2011-10-31,38.0,NaN,45113.0,NaN,2011
1001.0,2013-04-02,2,27600.0,0.0,NaN,2597.0,0.0,2205.0,544.0,27600.0,NaN,0,0.0,-760.0,0,4,-95.0,30747.0,0.0,0.0,NaN,891.0,NaN,2013-04-02,11.0,NaN,32993.0,NaN,2013
NaN,2003-01-07,7,46836.0,NaN,NaN,NaN,NaN,NaN,NaN,46836.0,NaN,0,NaN,1074.0,0,1,NaN,52232.0,NaN,0.0,NaN,0.0,NaN,2003-01-07,17.0,NaN,NaN,NaN,2003
NaN,2008-09-07,7,30690.0,NaN,NaN,NaN,NaN,1219.0,528.0,30690.0,NaN,0,NaN,1999.0,0,9,76.0,33945.0,NaN,0.0,NaN,12.0,NaN,2008-09-07,21.0,NaN,34457.0,NaN,2008
902.0,2018-06-16,16,23219.0,18.0,NaN,13052.0,4030.0,5859.0,2014.0,23219.0,NaN,0,0.0,1800.0,0,6,223.0,25551.0,0.0,0.0,NaN,4.0,NaN,2018-06-16,26.0,NaN,26055.0,NaN,2018
NaN,2006-01-14,14,40371.0,NaN,NaN,NaN,NaN,NaN,NaN,40371.0,NaN,0,NaN,1999.0,0,1,-201.0,44606.0,NaN,0.0,NaN,2.0,NaN,2006-01-14,25.0,NaN,45409.0,NaN,2006
1002.0,2022-02-23,23,30558.0,0.0,-103.0,14075.0,2763.0,6536.0,5094.0,30558.0,0.0,0,53.0,231.0,0,2,128.0,33064.0,999.0,0.0,1048.0,3.0,NaN,2022-02-23,25.0,NaN,33770.0,0.0,2022
NaN,2007-02-14,14,43007.0,NaN,NaN,NaN,NaN,0.0,0.0,43007.0,NaN,0,NaN,887.0,0,2,-319.0,47708.0,NaN,0.0,NaN,10.0,NaN,2007-02-14,42.0,NaN,48637.0,NaN,2007
NaN,2005-05-17,17,39953.0,NaN,NaN,NaN,NaN,NaN,NaN,39953.0,NaN,0,NaN,205.0,0,5,-304.0,44025.0,NaN,0.0,NaN,5.0,NaN,2005-05-17,20.0,NaN,44834.0,NaN,2005
NaN,2003-09-04,4,36466.0,NaN,NaN,NaN,NaN,NaN,NaN,36466.0,NaN,0,NaN,-1523.0,0,9,NaN,40141.0,NaN,0.0,NaN,4.0,NaN,2003-09-04,37.0,NaN,NaN,NaN,2003
103.0,2025-08-20,20,24323.0,-527.0,996.0,20993.0,3063.0,6606.0,1342.0,24323.0,-514.0,0,991.0,1512.0,0,8,-451.0,26873.0,637.0,0.0,970.0,10.0,-959.0,2025-08-20,36.0,NaN,29152.0,-277.0,2025
1010.0,2016-03-31,31,25037.0,286.0,NaN,9300.0,0.0,4210.0,224.0,25037.0,NaN,0,0.0,1995.0,0,3,199.0,27704.0,0.0,0.0,NaN,1309.0,NaN,2016-03-31,5.0,NaN,29513.0,NaN,2016
837.0,2013-02-24,24,27496.0,-126.0,NaN,2448.0,8.0,2085.0,334.0,27496.0,NaN,0,0.0,26.0,0,2,-80.0,30615.0,0.0,0.0,NaN,910.0,NaN,2013-02-24,14.0,NaN,32331.0,NaN,2013
NaN,2006-10-22,22,28743.0,NaN,NaN,NaN,NaN,NaN,NaN,28743.0,NaN,0,NaN,1935.0,0,10,-34.0,31942.0,NaN,0.0,NaN,408.0,NaN,2006-10-22,47.0,NaN,32884.0,NaN,2006
0.0,2010-08-18,18,33199.0,0.0,NaN,40.0,2.0,2092.0,953.0,33199.0,NaN,0,0.0,1993.0,0,8,-389.0,36572.0,0.0,0.0,NaN,8.0,NaN,2010-08-18,38.0,NaN,37469.0,NaN,2010
NaN,2007-07-23,23,28906.0,NaN,NaN,NaN,NaN,0.0,0.0,28906.0,NaN,0,NaN,1726.0,0,7,-141.0,31885.0,NaN,0.0,NaN,842.0,NaN,2007-07-23,47.0,NaN,33368.0,NaN,2007
-327.0,2020-06-04,4,22852.0,201.0,0.0,13119.0,3650.0,6527.0,1386.0,22852.0,0.0,0,0.0,1410.0,0,6,180.0,25431.0,654.0,0.0,0.0,11.0,NaN,2020-06-04,28.0,NaN,26269.0,0.0,2020
NaN,2008-01-14,14,42140.0,NaN,NaN,NaN,NaN,1163.0,279.0,42140.0,NaN,0,NaN,2005.0,0,1,-221.0,46840.0,NaN,0.0,NaN,11.0,NaN,2008-01-14,43.0,NaN,47672.0,NaN,2008
829.0,2017-08-12,12,21695.0,-81.0,NaN,12372.0,4920.0,5305.0,1529.0,21695.0,NaN,0,0.0,1703.0,0,8,-15.0,24315.0,0.0,0.0,NaN,7.0,NaN,2017-08-12,27.0,NaN,24918.0,NaN,2017
NaN,2003-06-23,23,39253.0,NaN,NaN,NaN,NaN,NaN,NaN,39253.0,NaN,0,NaN,-1739.0,0,6,NaN,43105.0,NaN,0.0,NaN,0.0,NaN,2003-06-23,24.0,NaN,NaN,NaN,2003
NaN,2008-11-21,21,40383.0,NaN,NaN,NaN,NaN,1358.0,990.0,40383.0,NaN,0,NaN,-750.0,0,11,-29.0,44755.0,NaN,0.0,NaN,7.0,NaN,2008-11-21,21.0,NaN,46141.0,NaN,2008
NaN,2007-09-12,12,38498.0,NaN,NaN,NaN,NaN,0.0,0.0,38498.0,NaN,0,NaN,1253.0,0,9,190.0,42267.0,NaN,0.0,NaN,8.0,NaN,2007-09-12,28.0,NaN,42775.0,NaN,2007
NaN,2008-07-05,5,30947.0,NaN,NaN,NaN,NaN,1215.0,838.0,30947.0,NaN,0,NaN,2004.0,0,7,16.0,34129.0,NaN,0.0,NaN,1.0,NaN,2008-07-05,29.0,NaN,34630.0,NaN,2008
500.0,2015-05-27,27,29416.0,-89.0,NaN,8621.0,3170.0,3883.0,1231.0,29416.0,NaN,0,0.0,1997.0,0,5,11.0,32731.0,0.0,0.0,NaN,8.0,NaN,2015-05-27,32.0,NaN,33328.0,NaN,2015
0.0,2009-07-30,30,34618.0,0.0,NaN,0.0,0.0,1725.0,1226.0,34618.0,NaN,0,0.0,1951.0,0,7,-412.0,37959.0,0.0,0.0,NaN,3.0,NaN,2009-07-30,35.0,NaN,38874.0,NaN,2009
856.0,2019-03-24,24,22479.0,-406.0,0.0,12765.0,4401.0,6192.0,2526.0,22479.0,0.0,0,0.0,1601.0,0,3,-390.0,24305.0,770.0,0.0,0.0,10.0,NaN,2019-03-24,18.0,NaN,25711.0,0.0,2019
1000.0,2018-06-22,22,23443.0,409.0,NaN,13052.0,0.0,5859.0,863.0,23443.0,NaN,0,0.0,1000.0,0,6,-243.0,25557.0,0.0,0.0,NaN,21.0,NaN,2018-06-22,47.0,NaN,26321.0,NaN,2018
107.0,2020-07-14,14,24684.0,504.0,0.0,13134.0,4267.0,6527.0,1428.0,24684.0,0.0,0,0.0,-304.0,0,7,10.0,27184.0,110.0,0.0,0.0,5.0,NaN,2020-07-14,27.0,NaN,27993.0,0.0,2020
NaN,2008-10-25,25,33129.0,NaN,NaN,NaN,NaN,1308.0,953.0,33129.0,NaN,0,NaN,1507.0,0,10,66.0,36933.0,NaN,0.0,NaN,2.0,NaN,2008-10-25,29.0,NaN,37435.0,NaN,2008
NaN,2006-09-13,13,40035.0,NaN,NaN,NaN,NaN,NaN,NaN,40035.0,NaN,0,NaN,-3.0,0,9,-207.0,43880.0,NaN,0.0,NaN,10.0,NaN,2006-09-13,23.0,NaN,44600.0,NaN,2006
515.0,2019-12-06,6,33674.0,8.0,0.0,13006.0,460.0,6465.0,3607.0,33674.0,0.0,0,0.0,840.0,0,12,50.0,36679.0,148.0,0.0,0.0,11.0,NaN,2019-12-06,30.0,NaN,37290.0,0.0,2019
1002.0,2023-03-17,17,28402.0,0.0,998.0,15310.0,3655.0,6545.0,1523.0,28402.0,0.0,0,992.0,1502.0,0,3,-17.0,31366.0,996.0,0.0,1382.0,7.0,181.0,2023-03-17,23.0,NaN,31990.0,0.0,2023
0.0,2021-03-17,17,30180.0,-89.0,0.0,13578.0,580.0,6527.0,1622.0,30180.0,0.0,0,507.0,657.0,0,3,-152.0,32499.0,347.0,0.0,0.0,5.0,NaN,2021-03-17,15.0,NaN,33345.0,0.0,2021
NaN,2002-08-27,27,37877.0,NaN,NaN,NaN,NaN,NaN,NaN,37877.0,NaN,0,NaN,-125.0,0,8,NaN,41719.0,NaN,0.0,NaN,0.0,NaN,2002-08-27,24.0,NaN,NaN,NaN,2002
NaN,2006-02-24,24,47747.0,NaN,NaN,NaN,NaN,NaN,NaN,47747.0,NaN,0,NaN,71.0,0,2,-129.0,52382.0,NaN,0.0,NaN,8.0,NaN,2006-02-24,24.0,NaN,53119.0,NaN,2006
0.0,2018-09-19,19,27273.0,-303.0,NaN,13052.0,2660.0,5911.0,4780.0,27273.0,NaN,0,0.0,1997.0,0,9,-102.0,29402.0,0.0,0.0,NaN,13.0,NaN,2018-09-19,32.0,NaN,30320.0,NaN,2018
NaN,2005-06-01,1,29927.0,NaN,NaN,NaN,NaN,NaN,NaN,29927.0,NaN,0,NaN,1988.0,0,6,-184.0,33330.0,NaN,0.0,NaN,504.0,NaN,2005-06-01,47.0,NaN,34518.0,NaN,2005
498.0,2014-09-24,24,21844.0,-19.0,NaN,5352.0,0.0,3870.0,904.0,21844.0,NaN,0,0.0,1947.0,0,9,-129.0,23975.0,0.0,0.0,NaN,1435.0,NaN,2014-09-24,12.0,NaN,26058.0,NaN,2014
975.0,2014-08-22,22,20028.0,107.0,NaN,5172.0,0.0,3344.0,511.0,20028.0,NaN,0,0.0,1950.0,0,8,0.0,22163.0,0.0,0.0,NaN,1473.0,NaN,2014-08-22,8.0,NaN,24136.0,NaN,2014
NaN,2002-04-10,10,29181.0,NaN,NaN,NaN,NaN,NaN,NaN,29181.0,NaN,0,NaN,895.0,0,4,NaN,32573.0,NaN,0.0,NaN,980.0,NaN,2002-04-10,10.0,NaN,NaN,NaN,2002
NaN,2003-09-23,23,38961.0,NaN,NaN,NaN,NaN,NaN,NaN,38961.0,NaN,0,NaN,-1774.0,0,9,NaN,43070.0,NaN,0.0,NaN,0.0,NaN,2003-09-23,35.0,NaN,NaN,NaN,2003
974.0,2015-07-20,20,30509.0,-8.0,NaN,8743.0,491.0,3897.0,1810.0,30509.0,NaN,0,0.0,1795.0,0,7,171.0,33082.0,0.0,0.0,NaN,14.0,NaN,2015-07-20,40.0,NaN,33604.0,NaN,2015
-1.0,2013-09-26,26,35291.0,0.0,NaN,2999.0,933.0,2337.0,406.0,35291.0,NaN,0,0.0,1237.0,0,9,-251.0,38862.0,0.0,0.0,NaN,8.0,NaN,2013-09-26,21.0,NaN,39622.0,NaN,2013
NaN,2007-07-20,20,37832.0,NaN,NaN,NaN,NaN,0.0,0.0,37832.0,NaN,0,NaN,167.0,0,7,-401.0,41354.0,NaN,53.0,NaN,2.0,NaN,2007-07-20,34.0,NaN,42204.0,NaN,2007
0.0,2010-05-26,26,22601.0,0.0,NaN,25.0,0.0,2236.0,1039.0,22601.0,NaN,0,0.0,934.0,0,5,-270.0,25107.0,0.0,0.0,NaN,1115.0,NaN,2010-05-26,2.0,NaN,26992.0,NaN,2010
1058.0,2018-10-06,6,28704.0,0.0,NaN,13052.0,1280.0,5911.0,1475.0,28704.0,NaN,0,0.0,1798.0,0,10,-394.0,31808.0,0.0,87.0,NaN,10.0,NaN,2018-10-06,23.0,NaN,32629.0,NaN,2018
NaN,2006-02-11,11,41432.0,NaN,NaN,NaN,NaN,NaN,NaN,41432.0,NaN,0,NaN,277.0,0,2,-70.0,45545.0,NaN,0.0,NaN,15.0,NaN,2006-02-11,21.0,NaN,46230.0,NaN,2006
998.0,2015-09-17,17,20311.0,284.0,NaN,8880.0,0.0,3984.0,562.0,20311.0,NaN,0,0.0,1997.0,0,9,198.0,22542.0,0.0,0.0,NaN,1411.0,NaN,2015-09-17,10.0,NaN,24453.0,NaN,2015
